YT zhlédnutí (nejlepší trailer);Počasí (rating 1-5);Sezónnost;Sequel;Diváci (1.)
82583.0;3;-0.935;0.0;2853
82583.0;1;-0.2393;1.0;7501
82539.0;2.5;0.6631;0.0;27835
82406.0;3;-0.6631;0.0;17955
82406.0;1;-0.3546;1.0;33612
82406.0;3;-0.6631;1.0;32362
82326.0;2.5;0.4647;0.0;4141
82283.0;1;-0.9709;0.0;15616
82283.0;3;-0.9709;1.0;19960
82283.0;2.5;0.7485;1.0;28627
82165.0;3;0.0;0.0;21010
82062.0;3;-0.5681;0.0;2807
82004.0;3;-0.5681;0.0;11154
82004.0;1;-0.6631;1.0;7730
81659.0;3;-0.935;0.0;24265
81658.0;4;0.3546;0.0;13515
81624.0;4;0.1205;0.0;45242
81592.0;1;-0.6631;0.0;25279
81371.0;1;-0.6631;0.0;8129
81165.0;3;-0.9709;1.0;6935
81037.0;1;-0.8855;0.0;25716
80679.0;3.5;0.2393;0.0;11232
80556.0;4.5;1.0;0.0;33449
80520.0;3;0.2393;0.0;28094
80485.0;1;-1.0;0.0;1110
80198.0;4.5;0.0;0.0;115157
79859.0;3;0.9709;0.0;18852
79857.0;3;-0.1205;1.0;34832
79238.0;3;-0.823;1.0;26368
78979.0;3;-0.4647;1.0;6910
78777.0;3;-1.0;1.0;3221
78697.0;1;-0.8855;0.0;13766
78470.0;1;0.0;0.0;64839
78428.0;4.5;0.6631;0.0;20803
78428.0;3;-0.9927;1.0;5141
78374.0;3;0.3546;0.0;3285
78102.0;3;0.4647;0.0;52743
78094.0;4.5;-0.3546;0.0;23572
77860.0;3;-0.9709;0.0;5770
77832.0;2.5;1.0;0.0;3490
77795.0;1;0.4647;0.0;21693
77486.0;3;-0.5681;0.0;4042
77251.0;1;-0.935;0.0;11026
77243.0;1;-0.6631;0.0;3449
77228.0;3.5;0.2393;0.0;25575
77152.0;1;-0.4647;0.0;41747
77087.0;1;-0.1205;1.0;5997
76894.0;5;1.0;0.0;16070
76774.0;2.5;0.1205;0.0;8669
76744.0;3;0.0;0.0;12108
76709.0;3;-0.2393;0.0;0
76709.0;3;-0.2393;0.0;4486
76709.0;3;-0.2393;0.0;22099
76652.0;3;-0.7485;0.0;1330
76465.0;2.5;-0.9927;0.0;4071
76344.0;3;0.2393;0.0;9903
76318.0;4.5;0.6631;1.0;30071
76081.0;2.5;0.4647;0.0;16636
76051.0;4.5;-0.4647;0.0;1108
75748.0;1;-0.7485;0.0;19597
75493.0;3;-0.5681;1.0;0
75431.0;3;-0.7485;0.0;2147
75383.0;4;0.8855;0.0;1470
75219.0;3;-1.0;0.0;2240
75219.0;4.5;0.9709;0.0;23575
75182.0;3;0.9709;0.0;11263
74915.0;1;-0.7485;1.0;5234
74861.0;1;-0.2393;1.0;11250
74790.0;4.5;0.0;0.0;14187
74703.0;2.5;0.5681;0.0;40497
74604.0;1;-0.5681;0.0;28521
74587.0;3;-0.9927;0.0;2133
74502.0;3;-0.9709;1.0;31230
74427.0;1;-0.935;1.0;6278
74180.0;5;0.8855;0.0;4569
73769.0;1;-0.9927;0.0;4983
73251.0;3;0.6631;0.0;7378
73183.0;1;0.3546;0.0;3537
72914.0;3;0.6631;0.0;2100
72914.0;3;-0.8855;0.0;4550
72471.0;3;-0.9927;0.0;13702
72357.0;4.5;0.0;1.0;11356
72030.0;3;-0.6631;0.0;2368
71863.0;2.5;-0.6631;1.0;10853
71647.0;3;0.3546;0.0;31762
71599.0;1;0.0;0.0;1414
71311.0;1;-0.823;0.0;28498
71303.0;3;-0.935;1.0;21034
71232.0;5;1.0;1.0;14777
71036.0;3;-0.1205;0.0;4534
70958.0;3;0.6631;1.0;65934
70942.0;1;-0.8855;0.0;2196
70913.0;5;0.9709;0.0;12383
70881.0;5;0.935;1.0;7078
70438.0;4.5;0.2393;1.0;46067
70111.0;1;-0.8855;0.0;5834
70048.0;3;0.4647;0.0;17653
69946.0;3;0.1205;1.0;29942
69746.0;1;-0.2393;0.0;4151
69722.0;4.5;0.4647;0.0;11152
69653.0;2.5;0.1205;0.0;9326
69648.0;4;0.8855;0.0;835
69596.0;2.5;0.6631;1.0;25526
69439.0;4.5;0.9927;0.0;818
69208.0;3;-0.935;0.0;7197
69170.0;1;-0.935;0.0;5624
69138.0;3;0.7485;0.0;6297
68844.0;3;-0.6631;0.0;3595
68698.0;2.5;-0.7485;0.0;1386
68624.0;5;0.935;0.0;28210
68538.0;1;-0.3546;0.0;7005
68489.0;3;0.3546;0.0;19327
68255.0;1;0.3546;0.0;15642
68254.0;3;0.2393;1.0;13001
67853.0;3;-0.4647;0.0;25609
67817.0;3;-0.1205;0.0;8877
67655.0;4.5;0.0;0.0;32376
67572.0;3;0.823;0.0;5301
67556.0;5;0.9709;0.0;1453
67025.0;4;0.8855;0.0;5523
66929.0;4;0.8855;0.0;8217
66878.0;5;0.7485;0.0;1230
66562.0;3;-0.5681;0.0;4349
66455.0;3;0.6631;0.0;16634
66395.0;2.5;0.1205;0.0;8496
66328.0;3;-0.9927;1.0;2784
66177.0;4.5;0.3546;0.0;17103
66177.0;3;-0.1205;0.0;7494
65734.0;3;0.5681;0.0;12042
65592.0;4.5;0.5681;0.0;10957
65573.0;4.5;0.2393;0.0;2377
65572.0;1;-0.7485;0.0;4344
65443.0;4;0.8855;0.0;907
65371.0;1;-0.5681;0.0;6936
65149.0;4;0.9927;0.0;7632
64708.0;2.5;-0.7485;1.0;45139
64328.0;3;0.6631;0.0;7807
64257.0;4.5;-0.4647;0.0;38035
64227.0;3;0.823;0.0;6578
64217.0;3;-0.7485;0.0;20064
64176.0;1;-0.9709;0.0;6943
64023.0;5;0.9709;0.0;8804
63833.0;1;-0.935;0.0;3325
63833.0;3;-0.3546;0.0;0
63833.0;2.5;-0.2393;0.0;0
63792.0;2.5;1.0;0.0;1846
63753.0;3;0.2393;0.0;40121
63691.0;3;-0.3546;0.0;0
63480.0;1;-0.7485;0.0;2591
62894.0;3;0.935;1.0;20239
62840.0;2.5;0.5681;0.0;8952
62794.0;3;-0.5681;0.0;5083
62643.0;3;-0.9709;0.0;20957
62625.0;1;-0.7485;0.0;14862
62548.0;3;-0.2393;0.0;7562
62253.0;5;0.823;0.0;14835
62238.0;3;-0.9927;0.0;6731
62126.0;1;-0.3546;0.0;5038
61912.0;1;-0.2393;0.0;2379
61868.0;1;-0.9709;0.0;14489
61865.0;5;0.823;0.0;9240
61860.0;2.5;-0.2393;0.0;5909
61765.0;3;0.4647;0.0;11112
61437.0;5;0.9709;0.0;11363
61332.0;1;0.4647;0.0;1320
61139.0;1;-0.8855;0.0;4209
60913.0;1;0.5681;0.0;23727
60869.0;1;-0.6631;1.0;16925
60828.0;2.5;0.4647;0.0;4614
60705.0;3;-0.823;0.0;46192
60488.0;3;-0.823;0.0;5931
59771.0;4;0.5681;0.0;13893
59700.0;1;-0.9709;0.0;2940
59607.0;5;0.3546;0.0;5881
59563.0;3;0.935;0.0;12623
59319.0;4.5;0.0;0.0;18960
59305.0;3;-0.4647;0.0;524
59227.0;3;0.3546;0.0;6601
59217.0;1;-0.8855;0.0;5419
59025.0;5;1.0;0.0;0
59017.0;3;-0.5681;0.0;5477
58972.0;1;-0.5681;0.0;456
58968.0;4.5;0.5681;0.0;7007
58884.0;1;-1.0;1.0;74169
58848.0;3;-0.8855;0.0;632
58686.0;3;-0.1205;0.0;13122
58541.0;4.5;0.9709;0.0;5138
58478.0;4.5;-0.2393;0.0;30849
58478.0;4.5;-0.2393;1.0;46581
58411.0;3;-0.4647;0.0;6693
58120.0;1;-0.8855;0.0;1246
58056.0;4;0.3546;1.0;15473
58050.0;3;-0.8855;0.0;32231
58015.0;1;0.0;0.0;3497
58009.0;1;-0.6631;0.0;12380
57995.0;3;-0.823;0.0;4721
57966.0;4.5;-0.7485;0.0;10849
57858.0;2.5;0.7485;1.0;13341
57834.0;4.5;0.823;0.0;11238
57812.0;2.5;-0.2393;0.0;20155
57801.0;4.5;1.0;0.0;14668
57590.0;4.5;0.3546;0.0;5298
57545.0;2.5;0.935;0.0;5602
57498.0;3;-0.2393;0.0;0
57498.0;3;-0.9709;1.0;28758
57498.0;3;-0.4647;1.0;0
57267.0;4.5;0.6631;0.0;32504
57237.0;4;0.823;0.0;10178
57113.0;4.5;-0.1205;0.0;14639
57080.0;3;-0.8855;0.0;5134
56596.0;3;-0.935;0.0;30966
56481.0;3;0.0;0.0;4569
56417.0;1;0.2393;0.0;9114
56376.0;4;0.5681;0.0;33581
56335.0;3;-0.8855;0.0;1286
56335.0;3;-0.2393;0.0;9241
55767.0;1;-0.7485;0.0;2776
55584.0;4.5;0.5681;0.0;7544
55576.0;3;-0.6631;0.0;2368
55465.0;3;0.4647;0.0;9702
55447.0;3;-0.9709;0.0;8749
55359.0;4;0.9927;0.0;9107
55032.0;3;0.935;0.0;24232
54969.0;1;-0.1205;0.0;19696
54915.0;4;0.9709;0.0;723
54833.0;3;-0.823;0.0;24205
54825.0;4.5;-0.4647;0.0;6171
54262.0;1;-0.3546;1.0;5005
54217.0;3;0.2393;0.0;0
54217.0;3;-0.935;1.0;61244
54217.0;3;-0.8855;1.0;57939
54207.0;4;0.6631;0.0;2163
54061.0;1;-0.5681;0.0;4594
54054.0;4;0.3546;0.0;19638
54052.0;3;0.0;0.0;1567
53991.0;3;-0.8855;0.0;10724
53724.0;1;-0.4647;0.0;7903
53644.0;1;0.2393;1.0;11656
53603.0;1;-0.1205;0.0;3192
53556.0;1;0.2393;0.0;3919
53531.0;4;0.935;0.0;11867
53520.0;4;0.935;1.0;6991
53060.0;3;-0.823;0.0;2023
52797.0;1;-0.6631;0.0;7630
52733.0;4.5;0.5681;0.0;24555
52733.0;2.5;0.1205;1.0;9977
52532.0;4.5;0.3546;0.0;8864
52509.0;3;0.935;0.0;3943
52487.0;4.5;0.4647;0.0;4341
52409.0;3;-0.9709;0.0;4570
52316.0;1;-0.7485;0.0;2788
52155.0;3;0.9709;0.0;11504
52151.0;1;-0.6631;1.0;28534
52151.0;3;-0.935;1.0;31485
52122.0;4.5;0.0;0.0;3196
52029.0;4.5;0.3546;0.0;0
52029.0;2.5;-0.2393;0.0;1532
51735.0;3;-0.9709;0.0;1677
51704.0;1;-0.1205;0.0;13868
51681.0;4;0.9927;0.0;6811
51681.0;2.5;0.6631;0.0;11017
51535.0;3;0.8855;0.0;0
51509.0;1;-0.3546;1.0;11764
50954.0;3;-0.7485;0.0;588
50899.0;5;0.9927;0.0;11460
50851.0;1;-0.9709;0.0;6684
50849.0;5;0.9927;0.0;3466
50839.0;3;-0.9709;0.0;5195
50824.0;4.5;-0.4647;0.0;1705
50738.0;4;0.8855;1.0;5318
50610.0;3;-0.5681;0.0;9059
50357.0;4;0.823;1.0;2383
50159.0;2.5;0.6631;0.0;0
50109.0;3;-0.823;1.0;16978
50024.0;3;-0.5681;0.0;6368
49844.0;3;-0.8855;0.0;10227
49684.0;5;0.7485;1.0;7430
49550.0;4;0.935;0.0;44408
49182.0;4;0.823;1.0;9249
48897.0;1;-0.3546;0.0;2097
48820.0;3;-0.3546;0.0;5056
48709.0;2.5;0.823;1.0;10693
48586.0;4;0.7485;1.0;8500
48549.0;1;-0.1205;1.0;8631
48246.0;1;-0.3546;0.0;1804
48202.0;5;0.8855;0.0;10969
48091.0;3;0.7485;1.0;10197
48067.0;3;0.823;0.0;43831
48052.0;2.5;-0.4647;0.0;4375
48046.0;3;-1.0;1.0;4664
48026.0;3;-0.9709;0.0;1048
47885.0;4;0.935;0.0;3468
47677.0;1;0.3546;0.0;2818
47528.0;4.5;0.9927;0.0;8328
47469.0;4.5;0.6631;0.0;37436
47441.0;4.5;-0.2393;0.0;9373
47303.0;1;-0.4647;0.0;9180
47277.0;4;0.2393;0.0;0
47218.0;4;0.935;0.0;15171
47141.0;1;-0.823;0.0;21638
47119.0;3;-0.6631;0.0;8326
46961.0;1;-0.3546;0.0;4650
46951.0;1;-0.7485;0.0;2675
46951.0;1;-0.9709;0.0;1480
46868.0;4;0.823;0.0;8558
46847.0;5;0.5681;0.0;0
46847.0;3;0.1205;1.0;37987
46762.0;4.5;0.8855;1.0;1875
46702.0;1;-0.1205;0.0;545
46696.0;3;0.6631;1.0;26800
46642.0;2.5;0.1205;0.0;9344
46591.0;2.5;-0.2393;1.0;15566
46553.0;3;-0.823;1.0;38786
46375.0;2.5;0.1205;0.0;2158
46359.0;2.5;-1.0;1.0;6679
46299.0;4.5;0.6631;0.0;11825
46267.0;4.5;0.3546;0.0;25216
46239.0;4;0.9709;0.0;7442
46173.0;3;0.3546;0.0;7000
45993.0;4.5;0.3546;0.0;16900
45878.0;4.5;0.3546;0.0;24214
45875.0;4;0.1205;0.0;8109
45715.0;3;0.9709;0.0;5969
45687.0;5;1.0;0.0;7015
45601.0;1;-0.7485;0.0;1949
45270.0;1;0.2393;0.0;2993
45247.0;2.5;0.5681;0.0;6959
45058.0;3;0.2393;1.0;12384
45054.0;2.5;-0.2393;0.0;0
45054.0;4.5;0.5681;0.0;9692
44999.0;4.5;0.1205;0.0;4659
44977.0;2.5;-0.2393;0.0;2912
44956.0;3;0.2393;0.0;5131
44956.0;1;-0.9709;1.0;3878
44886.0;4.5;0.2393;0.0;8397
44661.0;3;-0.2393;1.0;10502
44588.0;1;-0.4647;0.0;3008
44429.0;2.5;0.8855;0.0;4020
44367.0;4;0.8855;0.0;18741
44253.0;1;0.4647;0.0;5057
44238.0;4;0.823;0.0;2948
44226.0;3;0.823;0.0;1827
44124.0;2.5;0.823;1.0;76656
44124.0;3;0.823;1.0;93739
43987.0;3;-0.8855;1.0;1737
43951.0;3;0.0;0.0;37905
43949.0;3;0.823;1.0;34894
43946.0;3;-0.5681;0.0;5941
43946.0;1;-0.5681;1.0;0
43874.0;3;-0.935;0.0;10156
43618.0;3;-0.5681;0.0;14639
43618.0;1;-0.4647;1.0;24331
43618.0;3;-0.5681;1.0;82674
43470.0;2.5;0.4647;0.0;6473
43464.0;4;0.9927;0.0;3851
43400.0;4.5;0.6631;0.0;19778
43276.0;4.5;0.0;0.0;6286
43223.0;4;0.1205;0.0;4568
43149.0;1;0.0;0.0;916
42655.0;3;-0.4647;0.0;10135
42641.0;1;-0.1205;0.0;1237
42641.0;3;-0.5681;0.0;9709
42595.0;3;-0.5681;0.0;12090
42301.0;4.5;0.5681;0.0;19701
42285.0;4;0.935;0.0;10139
42130.0;1;-0.8855;0.0;1811
42018.0;2.5;-0.8855;0.0;5226
41965.0;2.5;0.8855;0.0;2499
41936.0;4.5;0.7485;0.0;23889
41716.0;1;0.3546;0.0;1893
41644.0;1;-0.5681;0.0;6652
41622.0;2.5;0.2393;0.0;39780
41538.0;4.5;0.9709;0.0;16049
41538.0;3;-1.0;1.0;3986
41317.0;2.5;-0.823;0.0;1000
41278.0;5;0.9927;0.0;7117
41261.0;4.5;0.0;0.0;2381
41255.0;5;0.8855;0.0;16041
41230.0;1;-0.8855;0.0;13690
41201.0;4;0.9927;0.0;2421
41201.0;3;-0.7485;1.0;5499
41201.0;5;0.9927;1.0;3802
41166.0;4;0.8855;0.0;5094
41103.0;3;0.2393;0.0;997
40991.0;3;-0.9709;0.0;2476
40950.0;3;-0.9709;0.0;1524
40938.0;4.5;-0.1205;0.0;474
40843.0;4;0.8855;0.0;10026
40843.0;4;0.9927;0.0;0
40465.0;1;-0.6631;0.0;4114
40419.0;1;0.1205;0.0;1633
40339.0;1;-0.1205;0.0;1688
40306.0;2.5;-0.9927;0.0;6380
40259.0;3;0.4647;0.0;37064
40162.0;4.5;0.2393;0.0;5076
40067.0;1;-0.1205;0.0;5173
39791.0;4;0.9927;1.0;7216
39758.0;5;0.9927;0.0;13910
39751.0;3;0.6631;0.0;3852
39751.0;4;0.8855;1.0;8862
39725.0;3;0.2393;0.0;526
39630.0;4;0.823;0.0;0
39461.0;1;0.3546;0.0;5235
39241.0;2.5;0.4647;0.0;30549
39141.0;2.5;0.0;0.0;5002
39071.0;4.5;-0.4647;0.0;10447
38996.0;4.5;0.1205;0.0;4798
38951.0;4.5;-0.4647;0.0;36243
38942.0;4.5;0.2393;0.0;16658
38927.0;3;0.6631;0.0;12767
38911.0;3;0.0;0.0;9513
38911.0;1;-0.6631;1.0;9630
38871.0;1;-0.5681;0.0;5256
38802.0;5;0.1205;1.0;5723
38623.0;3;0.1205;1.0;16129
38490.0;1;-0.7485;0.0;9730
38286.0;1;0.1205;0.0;2404
38112.0;4;0.935;0.0;9224
38111.0;3;-0.1205;1.0;3291
38085.0;1;-0.6631;0.0;5464
37786.0;2.5;-0.2393;0.0;0
37717.0;3;-0.8855;1.0;24583
37543.0;3;0.7485;0.0;1870
37542.0;3;-0.2393;0.0;0
37528.0;3;-0.3546;0.0;4788
37498.0;3;-0.823;0.0;362
37375.0;3;-0.823;0.0;7972
37375.0;3;0.8855;1.0;5073
37360.0;1;-0.4647;0.0;1547
37172.0;4;0.9709;0.0;11109
37144.0;4;0.823;0.0;4267
37132.0;2.5;0.6631;0.0;2395
37125.0;3;0.6631;1.0;25455
37029.0;1;0.1205;0.0;2043
36867.0;3;0.6631;0.0;25174
36796.0;3;-0.2393;0.0;1289
36724.0;1;-0.3546;0.0;2524
36677.0;3;-0.6631;0.0;7300
36661.0;3;1.0;0.0;1334
36482.0;4;0.8855;0.0;510
36446.0;4;0.9927;1.0;12726
36442.0;1;-0.3546;0.0;2473
36432.0;5;0.7485;0.0;4056
36373.0;3;-0.8855;1.0;7864
36358.0;3;-0.9709;0.0;2291
36302.0;3;-0.5681;0.0;60048
36181.0;1;-0.9709;0.0;5592
36166.0;4.5;0.6631;1.0;146642
36148.0;4.5;0.0;0.0;5082
36127.0;2.5;-0.7485;1.0;86680
36089.0;3;-0.1205;0.0;14549
36015.0;4;0.935;0.0;3046
35928.0;4.5;0.9927;0.0;2299
35867.0;4;0.823;0.0;3382
35753.0;1;-0.7485;1.0;36859
35753.0;1;-0.8855;1.0;79993
35649.0;4;-0.2393;0.0;12528
35608.0;3;0.6631;0.0;4188
35434.0;5;0.8855;0.0;1416
35359.0;4.5;0.3546;0.0;22638
35359.0;1;-0.5681;0.0;828
35172.0;2.5;0.2393;0.0;20012
35102.0;2.5;-0.3546;0.0;5958
35098.0;4;-0.2393;0.0;1601
35051.0;4.5;0.3546;0.0;6003
34903.0;3;-0.7485;0.0;8115
34820.0;5;0.7485;0.0;5005
34808.0;2.5;-0.9927;0.0;1193
34791.0;5;0.9927;1.0;70389
34749.0;1;-0.4647;0.0;12761
34599.0;1;0.0;0.0;38394
34566.0;2.5;0.823;0.0;2568
34566.0;4;0.9709;1.0;9567
34566.0;4.5;0.3546;1.0;14681
34566.0;1;0.3546;1.0;20907
34566.0;2.5;0.9709;1.0;11438
34389.0;1;-0.935;0.0;1045
34310.0;3;-0.4647;0.0;9767
34219.0;3;-0.5681;0.0;3793
34117.0;1;-0.2393;0.0;1803
34092.0;2.5;0.3546;0.0;8153
33990.0;1;-0.2393;0.0;8191
33974.0;3;0.8855;0.0;3236
33891.0;1;-0.935;0.0;5034
33720.0;4.5;-0.3546;0.0;1885
33704.0;3;0.823;0.0;6389
33676.0;3;-0.9709;0.0;2592
33656.0;4;0.823;0.0;5156
33516.0;4.5;0.0;0.0;3926
33484.0;1;-0.823;0.0;3296
33454.0;1;-0.823;0.0;3715
33374.0;1;-0.7485;0.0;2497
33360.0;3;-0.7485;0.0;603
33334.0;3;-0.1205;0.0;1828
33237.0;1;0.3546;0.0;3927
33044.0;3;-0.2393;0.0;1001
32888.0;1;-0.6631;0.0;27503
32867.0;4.5;0.8855;1.0;2789
32778.0;4.5;1.0;0.0;22486
32778.0;4;0.8855;1.0;21936
32686.0;3;0.9709;0.0;5019
32605.0;4.5;0.4647;0.0;0
32605.0;2.5;0.1205;1.0;17761
32524.0;1;-0.1205;0.0;2158
32435.0;5;0.823;0.0;7404
32420.0;5;0.9927;0.0;3006
32337.0;1;-0.9927;0.0;654
32293.0;1;-0.823;0.0;373
32283.0;4;0.9927;0.0;0
32283.0;3;1.0;1.0;11063
32283.0;4;0.9927;1.0;7297
32218.0;5;0.3546;0.0;6531
32187.0;4.5;0.0;0.0;6460
32075.0;3;-0.4647;0.0;24538
32032.0;3;-0.8855;0.0;27859
31969.0;3;-0.6631;0.0;16137
31952.0;4;0.4647;0.0;7284
31723.0;1;0.0;1.0;9080
31658.0;1;-0.2393;0.0;3196
31632.0;3;-0.823;0.0;34748
31564.0;2.5;0.5681;0.0;3407
31551.0;5;0.823;0.0;16416
31478.0;4.5;0.935;1.0;16230
31236.0;2.5;0.2393;0.0;9516
31225.0;3;-0.5681;0.0;13406
30901.0;3;0.7485;0.0;12368
30900.0;3;-0.8855;0.0;2283
30786.0;3;-0.6631;0.0;1049
30736.0;1;-0.823;1.0;23660
30693.0;4.5;-0.3546;0.0;1192
30568.0;1;-0.8855;0.0;1505
30561.0;4.5;0.1205;0.0;2477
30379.0;4.5;0.3546;1.0;10308
30279.0;4;0.2393;1.0;16433
30245.0;1;-0.5681;0.0;32045
30131.0;4;0.8855;1.0;3587
29955.0;3;-0.935;0.0;48078
29904.0;3;0.823;0.0;25003
29678.0;3;0.4647;0.0;5510
29657.0;1;-0.823;0.0;5168
29606.0;2.5;-0.7485;0.0;14873
29606.0;4;0.935;1.0;9849
29602.0;2.5;-0.2393;1.0;6513
29578.0;3.5;0.2393;0.0;1328
29494.0;3;-0.8855;0.0;6070
29474.0;3;-0.823;0.0;3445
29437.0;3;-0.8855;0.0;5525
29377.0;4.5;0.5681;0.0;8255
29358.0;4.5;0.823;0.0;0
29277.0;4;1.0;1.0;27560
29242.0;1;-0.2393;1.0;8512
29166.0;3;-0.1205;0.0;4860
29048.0;1;-0.7485;0.0;805
29036.0;3;-0.9709;0.0;3292
29001.0;3;0.4647;0.0;11046
28903.0;4;0.2393;0.0;2235
28527.0;4.5;0.0;0.0;2856
28497.0;1;0.3546;0.0;371
28413.0;3;0.0;0.0;2502
28408.0;3;-0.935;0.0;486
28367.0;3;-0.9709;0.0;7139
28356.0;1;-0.823;0.0;407
28354.0;1;-0.935;0.0;7707
28278.0;1;0.0;1.0;18343
28200.0;4.5;-0.3546;0.0;26921
28195.0;4;0.8855;0.0;31303
28190.0;1;-0.8855;0.0;453
27968.0;1;0.0;0.0;3019
27920.0;5;0.5681;0.0;18383
27796.0;3;0.2393;0.0;38
27685.0;3;0.0;0.0;1674
27665.0;1;-0.3546;0.0;3808
27641.0;1;0.1205;1.0;4820
27641.0;3;-0.2393;1.0;22708
27641.0;4.5;0.5681;1.0;7074
27530.0;4;0.5681;0.0;2681
27528.0;3;-0.9927;0.0;1391
27528.0;3;-0.9709;0.0;11042
27474.0;2.5;-0.6631;0.0;9576
27453.0;4.5;0.9709;0.0;2131
27408.0;3;-0.4647;1.0;17447
27276.0;1;0.2393;0.0;4973
27149.0;3;-0.7485;0.0;6440
27045.0;5;0.8855;0.0;4994
26995.0;1;0.5681;0.0;4289
26990.0;2.5;0.5681;0.0;2556
26947.0;3;0.1205;0.0;4702
26942.0;1;0.2393;0.0;4106
26922.0;3;0.0;0.0;5403
26852.0;3;0.7485;0.0;12022
26852.0;5;-0.1205;1.0;0
26742.0;3;-0.6631;0.0;27925
26742.0;3;-1.0;1.0;75763
26601.0;5;0.823;0.0;10460
26351.0;1;-0.4647;0.0;1203
26251.0;3;-0.823;0.0;1322
26124.0;4;0.9709;0.0;6730
26110.0;2.5;0.935;0.0;5980
26057.0;3;0.0;0.0;2085
25907.0;2.5;-0.5681;0.0;6712
25899.0;3;0.2393;0.0;0
25899.0;5;0.9927;0.0;26821
25668.0;4;0.823;1.0;17759
25611.0;2.5;0.0;0.0;5418
25461.0;4.5;0.6631;0.0;4694
25368.0;1;0.2393;0.0;6199
25226.0;4;1.0;0.0;3712
25197.0;1;-0.9709;0.0;3787
25190.0;3;-0.7485;0.0;23836
25003.0;4.5;0.9927;0.0;2900
24995.0;4.5;0.5681;0.0;3451
24958.0;2.5;-0.1205;0.0;1634
24951.0;1;-0.9709;0.0;407
24920.0;2.5;0.8855;0.0;4552
24900.0;5;1.0;0.0;868
24831.0;3;-0.935;0.0;3849
24703.0;3;0.823;0.0;5149
24701.0;1;-0.5681;0.0;2808
24204.0;1;-0.5681;1.0;92120
24187.0;4;-0.1205;0.0;25655
24187.0;4.5;0.1205;1.0;29336
24152.0;1;0.1205;0.0;6917
24108.0;3;-0.823;0.0;1145
23993.0;4;0.4647;0.0;8299
23993.0;1;-0.823;0.0;3267
23938.0;4.5;0.5681;0.0;977
23936.0;3;-0.2393;0.0;9149
23881.0;3;-0.5681;0.0;6509
23783.0;2.5;0.935;0.0;11497
23711.0;2.5;-1.0;0.0;3563
23696.0;1;0.0;0.0;11463
23658.0;4;0.9927;0.0;5712
23629.0;3;-0.5681;0.0;4217
23622.0;1;0.2393;0.0;4563
23335.0;2.5;0.6631;1.0;6768
23310.0;3;-0.935;0.0;2255
23249.0;4;0.823;0.0;3680
23154.0;3;-0.935;0.0;4274
23149.0;4.5;0.3546;0.0;12611
23106.0;3;0.7485;0.0;11710
23057.0;1;-0.823;0.0;1035
23040.0;4;0.6631;0.0;1788
22945.0;1;0.1205;1.0;18091
22939.0;3;-0.9709;0.0;856
22903.0;1;0.1205;0.0;1846
22892.0;1;0.2393;0.0;2604
22852.0;3;0.9709;0.0;15663
22755.0;3;0.823;0.0;1331
22650.0;5;0.2393;0.0;5810
22640.0;1;-0.6631;0.0;745
22563.0;1;-0.4647;0.0;6459
22543.0;2.5;0.6631;0.0;11033
22490.0;4.5;0.8855;0.0;4723
22439.0;4;0.9709;0.0;3349
22370.0;4.5;-0.3546;0.0;1463
22328.0;2.5;0.1205;0.0;16708
22328.0;3;-0.3546;0.0;11083
22236.0;5;0.9709;0.0;3688
21978.0;3;-0.9709;0.0;23323
21971.0;1;-0.4647;1.0;8656
21938.0;1;-0.5681;1.0;10967
21938.0;3;-0.935;0.0;5546
21899.0;4.5;1.0;0.0;1726
21879.0;4;0.9927;0.0;4928
21878.0;1;-0.935;0.0;3910
21857.0;1;-0.9927;0.0;2100
21836.0;4.5;0.9927;0.0;1800
21774.0;3;-0.4647;0.0;11977
21703.0;4;0.1205;0.0;0
21703.0;1;-0.823;0.0;1063
21652.0;4;0.9927;0.0;6184
21552.0;3;-0.4647;0.0;511
21534.0;3;-0.6631;0.0;2761
21287.0;2.5;0.2393;0.0;7370
21068.0;4;0.823;1.0;16301
21061.0;3;-0.7485;0.0;3637
21061.0;4.5;0.0;1.0;2097
21014.0;4.5;0.0;0.0;15915
21014.0;2.5;0.823;0.0;680
20991.0;4;0.9709;0.0;0
20991.0;1;-0.1205;0.0;700
20973.0;3;-0.8855;0.0;2466
20953.0;1;-0.9927;0.0;6587
20892.0;2.5;0.5681;0.0;13468
20839.0;2.5;0.4647;0.0;15690
20839.0;3;0.4647;1.0;21316
20710.0;3;0.7485;0.0;5683
20674.0;3;-0.8855;0.0;1983
20581.0;3;0.7485;1.0;23963
20530.0;5;0.823;1.0;0
20496.0;5;0.823;0.0;7494
20470.0;4.5;0.5681;0.0;2081
20450.0;1;-0.5681;0.0;1459
20377.0;3;-0.8855;0.0;2188
20271.0;3;-0.6631;0.0;9098
20231.0;3;-0.9709;0.0;299
20211.0;1;-0.6631;0.0;1546
20190.0;3;-0.7485;0.0;759
20146.0;5;0.8855;0.0;6387
20145.0;3;-0.9927;0.0;2928
20088.0;4;0.7485;0.0;0
20031.0;3;0.8855;0.0;0
19995.0;4.5;0.3546;0.0;1281
19979.0;2.5;0.3546;0.0;13281
19942.0;3;-0.935;1.0;5134
19873.0;4;0.5681;0.0;7618
19801.0;3;0.935;0.0;1331
19800.0;3;0.4647;0.0;0
19800.0;3;-0.2393;1.0;1881
19800.0;4;0.3546;1.0;18577
