YT zhlédnutí (nejlepší trailer);Počasí (rating 1-5);Sezónnost;Sequel;Diváci (1.)
19800.0;3;-0.3546;1.0;8661
19784.0;2.5;0.0;0.0;0
19765.0;3;-0.6631;0.0;5062
19719.0;1;-0.5681;0.0;3980
19650.0;3;-0.1205;0.0;983
19611.0;4;0.823;0.0;6422
19609.0;4;0.8855;0.0;2652
19601.0;3;-0.9709;0.0;1187
19599.0;2.5;0.5681;0.0;1946
19580.0;4;0.935;0.0;2714
19467.0;3;-0.7485;0.0;7229
19450.0;3;0.1205;0.0;2763
19428.0;4;0.8855;0.0;964
19428.0;4;0.6631;0.0;10436
19388.0;5;0.9709;1.0;3020
19328.0;3;-0.9709;0.0;3895
19324.0;5;0.5681;0.0;17675
19302.0;4;0.8855;1.0;3380
19302.0;4;0.8855;0.0;3545
19267.0;1;-0.2393;0.0;4860
19267.0;1;0.1205;0.0;12136
19250.0;4.5;0.9709;1.0;6127
19154.0;4.5;0.4647;0.0;29732
19142.0;1;-0.3546;0.0;4001
19141.0;1;-0.6631;0.0;869
19116.0;3.5;0.2393;0.0;545
19090.0;1;0.4647;0.0;2320
19078.0;4.5;0.9927;0.0;12294
19020.0;4.5;0.5681;0.0;6969
19001.0;2.5;0.1205;0.0;1185
18948.0;3;0.935;0.0;3077
18887.0;3;-0.935;0.0;4164
18870.0;4;0.935;0.0;657
18856.0;4;0.935;0.0;18055
18774.0;5;0.6631;1.0;20801
18735.0;4.5;-0.7485;0.0;4505
18726.0;4;0.5681;0.0;6056
18693.0;4.5;0.9709;0.0;5723
18662.0;3;0.935;0.0;2556
18654.0;1;-0.3546;0.0;2716
18589.0;1;-0.9709;0.0;1961
18583.0;5;0.5681;0.0;8477
18583.0;3;-0.4647;1.0;3083
18565.0;2.5;0.2393;0.0;10919
18558.0;3;-0.935;0.0;1199
18491.0;4;0.9927;0.0;808
18444.0;3;-0.823;0.0;258
18408.0;3;0.0;0.0;12156
18404.0;3;-0.9709;0.0;654
18364.0;3;-0.3546;0.0;12584
18292.0;3;-0.5681;0.0;1045
18277.0;4.5;0.4647;0.0;7886
18260.0;4;0.935;0.0;851
18239.0;4.5;0.9927;0.0;878
18187.0;1;-0.4647;0.0;0
18162.0;4;1.0;0.0;1757
18097.0;1;-0.8855;1.0;12177
18090.0;3;0.6631;0.0;0
18078.0;1;-0.5681;0.0;1395
18078.0;1;-0.823;0.0;3280
18061.0;1;-0.6631;0.0;10521
18033.0;1;-0.7485;0.0;986
18028.0;4;0.935;0.0;0
18024.0;5;0.8855;0.0;9560
17951.0;3;0.2393;1.0;0
17872.0;5;0.935;0.0;16943
17849.0;4.5;-0.1205;1.0;44997
17817.0;3;-0.9709;0.0;3333
17808.0;4;0.7485;0.0;14072
17758.0;4;0.8855;0.0;998
17601.0;3;0.935;0.0;473
17549.0;1;-0.9709;0.0;1295
17416.0;3;0.7485;0.0;2614
17406.0;3;0.2393;0.0;14609
17394.0;3;0.0;0.0;1637
17327.0;3;-0.9927;0.0;1165
17314.0;3;-0.823;0.0;1050
17294.0;4.5;-0.3546;0.0;18219
17291.0;4.5;0.2393;0.0;1129
17224.0;3;-0.7485;0.0;2067
17205.0;4.5;0.9709;0.0;583
17181.0;3;-0.823;0.0;9798
17169.0;3;-0.8855;0.0;0
17126.0;3;-0.9927;0.0;30123
17108.0;5;0.9709;0.0;353
17058.0;3;-0.4647;0.0;4070
16964.0;1;-0.8855;0.0;0
16914.0;3;-0.9927;0.0;3678
16880.0;3;0.7485;0.0;2249
16832.0;5;0.6631;0.0;5446
16819.0;3;-0.935;0.0;4107
16817.0;1;-0.8855;0.0;2349
16748.0;4.5;0.9709;0.0;2033
16748.0;1;-0.5681;0.0;2835
16723.0;5;0.823;0.0;17141
16668.0;2.5;0.6631;0.0;1579
16606.0;1;0.4647;0.0;1548
16527.0;3;-0.7485;1.0;10608
16466.0;4;0.5681;0.0;10699
16459.0;1;0.7485;0.0;0
16454.0;2.5;-0.6631;0.0;656
16450.0;3;-0.5681;0.0;2072
16403.0;3;-0.7485;0.0;4641
16381.0;3.5;0.2393;0.0;11303
16372.0;2.5;-0.4647;0.0;8507
16331.0;4.5;0.4647;0.0;10864
16326.0;1;-0.1205;0.0;3100
16250.0;3;-0.9709;0.0;6163
16146.0;3;-0.823;0.0;0
16104.0;3;-0.2393;0.0;8136
16087.0;3;-0.4647;0.0;9385
16076.0;4.5;0.9927;0.0;1256
16037.0;4;0.8855;0.0;6102
15993.0;4;0.8855;0.0;3442
15930.0;5;0.935;0.0;2491
15924.0;1;-0.7485;0.0;461
15913.0;1;-0.6631;0.0;4627
15852.0;4;0.2393;0.0;11321
15843.0;4.5;0.9709;0.0;3752
15838.0;1;0.4647;0.0;3934
15819.0;3;0.8855;0.0;1286
15781.0;3;-0.9927;0.0;1145
15781.0;2.5;0.2393;1.0;4049
15773.0;4;0.8855;0.0;1077
15748.0;4.5;0.9927;0.0;3579
15746.0;3;-0.9709;0.0;1107
15741.0;3;0.4647;0.0;12304
15705.0;1;-0.9927;0.0;2547
15630.0;4;0.823;0.0;18488
15619.0;1;0.3546;0.0;1296
15569.0;2.5;0.2393;0.0;0
15569.0;4.5;0.4647;1.0;7751
15556.0;5;0.9927;0.0;5567
15529.0;5;0.9709;0.0;13747
15480.0;3;0.2393;0.0;1080
15464.0;3;-0.823;0.0;14042
15420.0;3;0.2393;1.0;14506
15387.0;3;0.4647;0.0;15167
15385.0;3;0.0;0.0;7124
15252.0;1;-0.9709;0.0;467
15237.0;1;0.4647;0.0;2822
15207.0;4;0.823;0.0;1867
15182.0;4;0.8855;0.0;7659
15165.0;3;-0.935;0.0;1417
15159.0;1;0.7485;0.0;9350
15143.0;3;0.2393;0.0;676
15045.0;1;-0.4647;0.0;11654
15041.0;3;-0.823;0.0;49
15036.0;3;0.935;0.0;0
14956.0;1;-0.8855;0.0;0
14949.0;2.5;0.3546;1.0;10159
14949.0;4;0.935;0.0;7871
14933.0;4.5;0.5681;0.0;2813
14866.0;1;0.2393;0.0;0
14850.0;3;-0.6631;0.0;3674
14804.0;3;-0.9709;0.0;545
14716.0;4;0.9927;0.0;0
14702.0;5;0.7485;0.0;0
14603.0;2.5;0.2393;0.0;3072
14541.0;3;-0.6631;0.0;10465
14541.0;1;-0.1205;1.0;18722
14541.0;5;0.9927;1.0;10062
14541.0;3;-0.2393;1.0;14716
14541.0;5;0.7485;1.0;9591
14523.0;5;0.5681;0.0;1690
14515.0;4.5;0.6631;0.0;1390
14390.0;3;-0.9927;0.0;2427
14378.0;3;-0.9927;0.0;1011
14361.0;1;-0.823;1.0;34310
14348.0;1;-1.0;0.0;2175
14336.0;3;-0.4647;0.0;8311
14316.0;5;0.7485;0.0;4433
14313.0;2.5;1.0;0.0;2108
14288.0;3;0.6631;0.0;3009
14238.0;3;-0.9709;0.0;1157
14218.0;3;0.6631;0.0;1186
14200.0;3;-0.6631;0.0;2851
14182.0;3;0.1205;0.0;749
14158.0;4;0.9927;0.0;3881
14156.0;3;-0.2393;0.0;1649
14107.0;4;1.0;0.0;2077
14054.0;2.5;-1.0;0.0;5136
14040.0;1;-0.7485;0.0;3657
13985.0;3;0.1205;1.0;7466
13981.0;3;-0.9927;0.0;3202
13970.0;5;0.935;0.0;16705
13919.0;2.5;0.1205;0.0;4288
13874.0;1;0.4647;0.0;1218
13863.0;3;0.823;0.0;6534
13841.0;3;0.8855;0.0;3825
13839.0;2.5;0.1205;0.0;6753
13822.0;3;-0.8855;0.0;7621
13809.0;4;0.8855;0.0;2615
13699.0;1;-0.6631;0.0;5421
13688.0;3;-0.4647;0.0;5039
13672.0;3;-0.9927;0.0;919
13666.0;3;-0.3546;0.0;955
13661.0;3;0.7485;0.0;1041
13634.0;3;-0.2393;0.0;546
13634.0;4;0.8855;0.0;4186
13632.0;3;0.823;0.0;613
13485.0;1;-0.3546;0.0;13496
13419.0;4.5;-0.2393;0.0;2699
13414.0;5;0.1205;0.0;893
13352.0;3;0.935;0.0;0
13348.0;1;-0.1205;0.0;2471
13346.0;3;0.0;0.0;6153
13346.0;4;0.9709;1.0;2108
13325.0;5;0.0;0.0;536
13310.0;5;0.9927;0.0;5629
13290.0;3;-0.8855;0.0;20377
13269.0;2.5;-0.1205;0.0;5035
13213.0;1;0.1205;0.0;888
13148.0;4.5;0.0;0.0;940
13133.0;3;0.823;0.0;1911
13106.0;4;0.9927;1.0;1933
13096.0;4;0.8855;0.0;7736
13091.0;3;-0.7485;0.0;6887
13017.0;1;-0.1205;0.0;1804
12985.0;3;-0.9927;0.0;469
12983.0;1;-0.7485;0.0;1729
12981.0;1;-0.9927;0.0;1436
12953.0;1;-0.7485;0.0;1437
12914.0;1;0.7485;1.0;1575
12879.0;4;0.8855;0.0;4808
12813.0;3;-0.9927;0.0;429
12812.0;3;0.2393;0.0;3810
12788.0;3;-0.9927;0.0;1594
12667.0;5;0.9927;0.0;2695
12659.0;3;0.6631;0.0;771
12641.0;4;0.5681;0.0;1837
12627.0;1;-0.7485;0.0;4210
12625.0;1;0.4647;1.0;2921
12565.0;2.5;0.6631;0.0;5195
12552.0;4.5;0.4647;0.0;0
12444.0;4.5;-0.4647;0.0;2061
12419.0;3;0.8855;0.0;21380
12408.0;4;0.9927;1.0;0
12408.0;3;-0.7485;1.0;0
12401.0;5;0.7485;0.0;1777
12387.0;5;0.9927;0.0;0
12367.0;1;-0.3546;0.0;340
12319.0;4.5;0.6631;0.0;2360
12310.0;3;-0.7485;0.0;1275
12301.0;3;0.7485;0.0;7468
12278.0;4;0.9927;1.0;3294
12273.0;3;-0.935;0.0;379
12267.0;5;0.935;0.0;4104
12258.0;1;-0.823;1.0;83857
12216.0;2.5;0.8855;0.0;9800
12216.0;1;-0.1205;1.0;3881
12216.0;1;-0.3546;1.0;1968
12195.0;5;0.5681;0.0;3440
12188.0;5;0.9709;0.0;861
12145.0;2.5;0.7485;0.0;2047
11995.0;3;-0.8855;0.0;5551
11938.0;4.5;0.6631;1.0;12803
11876.0;3;0.4647;1.0;6217
11828.0;3;-0.935;0.0;1304
11819.0;5;0.1205;0.0;891
11812.0;3;0.7485;0.0;3016
11809.0;2.5;-0.823;0.0;1884
11785.0;2.5;-0.2393;0.0;13099
11746.0;3;-0.9709;0.0;1114
11666.0;3;-0.7485;1.0;640
11624.0;3;0.9709;0.0;4214
11624.0;1;-0.7485;1.0;3639
11612.0;4.5;-0.3546;0.0;3378
11611.0;1;-0.9709;0.0;616
11561.0;4.5;0.9709;0.0;1361
11555.0;3;-0.823;0.0;5442
11461.0;4;-0.2393;0.0;2549
11455.0;2.5;0.4647;0.0;13858
11455.0;1;-0.823;1.0;9186
11451.0;4.5;-0.2393;0.0;5420
11430.0;1;-0.8855;0.0;7775
11401.0;1;-0.4647;1.0;3230
11397.0;1;0.2393;0.0;2486
11313.0;4;0.5681;0.0;6432
11246.0;5;0.8855;0.0;0
11246.0;4;0.8855;1.0;35961
11246.0;5;0.9709;1.0;31545
11246.0;2.5;0.2393;1.0;55421
11245.0;3;-0.9927;0.0;1122
11212.0;3;-0.823;0.0;258
11211.0;3;-0.8855;0.0;3882
11156.0;3;-0.935;0.0;1148
11146.0;3;-0.1205;0.0;3809
11061.0;1;-0.7485;0.0;2596
11004.0;3;-0.823;0.0;2696
10946.0;2.5;-0.7485;0.0;15494
10846.0;1;-0.6631;0.0;3458
10822.0;5;0.7485;0.0;6782
10820.0;2.5;0.2393;0.0;4363
10816.0;1;-0.1205;0.0;13951
10801.0;2.5;0.5681;0.0;1311
10792.0;1;-0.8855;0.0;513
10608.0;3;-0.935;0.0;669
10602.0;1;-0.823;0.0;3956
10560.0;3;0.1205;0.0;1051
10485.0;3;0.1205;0.0;3472
10431.0;3;-0.7485;0.0;1248
10358.0;3;-0.9927;0.0;1356
10328.0;3;-0.935;0.0;2234
10239.0;3;0.935;0.0;5138
10226.0;4.5;-0.1205;0.0;0
10177.0;3;-0.935;1.0;3664
10173.0;2.5;0.7485;0.0;2003
10155.0;5;0.7485;0.0;3159
10152.0;1;-0.935;0.0;0
10148.0;3;0.823;0.0;0
10123.0;3;0.4647;0.0;4048
10119.0;4.5;0.4647;0.0;6667
10048.0;1;-0.6631;0.0;470
10013.0;4;0.935;0.0;992
9955.0;4.5;0.9709;0.0;5252
9935.0;3;-0.935;0.0;8926
9926.0;3;0.5681;0.0;3403
9908.0;4.5;1.0;0.0;12661
9834.0;4.5;0.823;0.0;1111
9816.0;4.5;0.3546;0.0;1828
9768.0;3;0.4647;0.0;4548
9746.0;3;-1.0;0.0;2525
9729.0;2.5;0.5681;1.0;6278
9691.0;3;-0.935;0.0;892
9647.0;2.5;0.6631;0.0;0
9646.0;1;0.2393;0.0;12000
9632.0;3;-0.9709;0.0;854
9559.0;3;0.9709;0.0;92902
9534.0;3;0.6631;0.0;1567
9479.0;4.5;0.5681;0.0;1637
9471.0;4;0.9927;0.0;3908
9386.0;1;-0.1205;0.0;1112
9381.0;1;-0.935;0.0;623
9350.0;2.5;0.5681;0.0;1144
9345.0;4.5;0.9709;0.0;1052
9341.0;1;0.4647;0.0;3150
9338.0;3;-0.6631;0.0;2079
9329.0;1;0.5681;0.0;1526
9310.0;4.5;0.9709;0.0;2499
9306.0;2.5;-0.3546;0.0;745
9243.0;3;-0.2393;1.0;0
9166.0;3;-0.823;0.0;1188
9148.0;4;0.9709;0.0;1947
9146.0;3;-0.3546;0.0;6242
9134.0;1;-0.823;0.0;3075
9077.0;4;0.935;0.0;23601
9059.0;4;0.8855;0.0;689
9005.0;3;-0.8855;0.0;589
9005.0;2.5;-0.2393;0.0;1575
8993.0;3;0.1205;0.0;5465
8943.0;1;-0.3546;0.0;1980
8941.0;4.5;0.6631;0.0;7056
8925.0;2.5;-0.6631;0.0;20040
8918.0;3;-0.8855;0.0;2035
8912.0;3;0.8855;0.0;1162
8901.0;3;0.5681;0.0;1715
8883.0;2.5;0.3546;0.0;4057
8883.0;3;-0.935;0.0;681
8860.0;4;0.9709;0.0;6556
8854.0;3;-0.935;0.0;679
8846.0;3;-0.1205;0.0;2876
8835.0;1;0.2393;0.0;3035
8828.0;2.5;0.4647;0.0;1395
8780.0;1;-0.3546;0.0;4674
8763.0;1;0.5681;0.0;1592
8749.0;2.5;-0.3546;0.0;1456
8740.0;5;0.6631;0.0;3739
8728.0;3;0.0;0.0;3271
8715.0;3;0.8855;0.0;0
8687.0;3;0.1205;1.0;25370
8641.0;5;0.935;1.0;10502
8636.0;1;-0.6631;0.0;1161
8582.0;4.5;-0.3546;0.0;0
8574.0;3;-0.2393;0.0;2531
8567.0;5;0.9927;0.0;5122
8553.0;4;0.823;0.0;12126
8551.0;3;-0.1205;0.0;653
8546.0;3;0.4647;0.0;7329
8543.0;2.5;0.5681;0.0;3977
8543.0;4.5;0.3546;0.0;11601
8510.0;2.5;0.5681;0.0;1563
8508.0;3;-0.823;0.0;276
8401.0;3;-0.935;0.0;1948
8398.0;1;-0.3546;0.0;5156
8395.0;3;0.0;0.0;1059
8390.0;3;-0.823;0.0;0
8365.0;3;-0.9709;0.0;450
8347.0;1;-0.823;0.0;1194
8319.0;4;0.935;0.0;1749
8312.0;5;0.8855;0.0;9342
8295.0;4;0.3546;0.0;16101
8234.0;1;-0.9709;0.0;1452
8204.0;1;-1.0;0.0;0
8172.0;3;-0.4647;0.0;4502
8127.0;2.5;-0.9927;1.0;879
8096.0;3;0.9709;0.0;1442
8061.0;1;-0.7485;0.0;1492
8023.0;4.5;1.0;0.0;4240
8022.0;3;0.2393;0.0;5064
8008.0;3;-0.5681;0.0;0
7972.0;1;-0.7485;0.0;614
7949.0;1;0.5681;0.0;7677
7911.0;5;1.0;0.0;3269
7882.0;1;-0.9709;0.0;781
7869.0;1;-0.823;0.0;4338
7846.0;3;-0.2393;0.0;727
7840.0;3;0.6631;0.0;2280
7716.0;3;-0.8855;0.0;244
7698.0;5;0.9709;0.0;1540
7688.0;4;0.9709;0.0;1760
7681.0;2.5;0.4647;0.0;1611
7670.0;1;-0.4647;1.0;10081
7667.0;1;-0.935;0.0;1108
7633.0;3;-0.5681;0.0;5153
7607.0;1;0.0;0.0;639
7603.0;4.5;0.5681;0.0;1500
7594.0;5;0.8855;0.0;367
7566.0;1;-0.8855;0.0;3935
7549.0;4.5;-0.3546;1.0;3120
7499.0;3;0.2393;0.0;6912
7439.0;5;0.7485;0.0;774
7436.0;4;1.0;0.0;2296
7390.0;4;0.8855;0.0;8356
7280.0;3;-0.6631;0.0;1655
7274.0;4.5;0.3546;0.0;23271
7257.0;2.5;-0.6631;0.0;755
7248.0;1;-0.5681;0.0;3975
7166.0;4.5;-0.2393;0.0;1197
7130.0;3;0.0;0.0;4379
7116.0;3;0.0;1.0;18090
7090.0;1;-0.1205;0.0;0
7086.0;1;-0.8855;0.0;505
7077.0;2.5;0.7485;0.0;4255
7077.0;3;-0.2393;1.0;3193
7061.0;3;0.4647;0.0;7439
7055.0;1;-0.6631;0.0;632
7036.0;1;-0.1205;0.0;4358
6991.0;4;0.823;0.0;13346
6991.0;4.5;-0.3546;0.0;0
6980.0;1;-0.3546;0.0;17013
6957.0;3;0.1205;0.0;7143
6953.0;5;0.5681;0.0;0
6944.0;1;-0.935;0.0;349
6935.0;3;-0.2393;0.0;1897
6885.0;4.5;0.6631;0.0;2319
6851.0;1;-0.1205;0.0;273
6843.0;5;0.9927;0.0;1231
6841.0;2.5;0.935;0.0;19329
6841.0;4.5;0.935;1.0;17498
6825.0;3;-0.7485;0.0;5922
6822.0;3;-0.9709;0.0;1122
6790.0;2.5;0.2393;0.0;1407
6783.0;1;-0.4647;0.0;0
6739.0;4;0.935;0.0;2064
6702.0;4.5;-0.3546;0.0;2255
6576.0;1;-0.4647;0.0;3733
6555.0;3;-0.6631;0.0;626
6544.0;4.5;0.3546;0.0;3429
6488.0;3;-0.9709;1.0;1319
6483.0;3;-0.1205;0.0;8610
6447.0;3;0.1205;0.0;1174
6442.0;4;0.8855;0.0;334
6393.0;1;0.4647;0.0;496
6343.0;4;1.0;0.0;2797
6338.0;2.5;0.1205;0.0;5820
6322.0;2.5;0.7485;0.0;1126
6321.0;3;0.4647;0.0;2597
6315.0;1;0.4647;0.0;2491
6295.0;3;0.823;0.0;0
6287.0;5;0.6631;0.0;0
6280.0;4.5;-0.2393;0.0;4513
6243.0;4;0.935;0.0;5249
6232.0;3;0.1205;0.0;0
6210.0;4;0.9709;0.0;1638
6145.0;2.5;-0.3546;0.0;0
6131.0;3;0.5681;1.0;7872
6102.0;4.5;-0.1205;0.0;1015
6098.0;3;0.1205;0.0;2273
6070.0;4.5;-0.1205;1.0;878
6055.0;3;-0.935;0.0;1457
6048.0;1;-0.3546;0.0;6536
6025.0;1;-0.6631;0.0;699
6021.0;4.5;-0.2393;0.0;5288
5973.0;3;-0.9927;0.0;1547
5960.0;4;0.8855;0.0;1027
5942.0;1;-0.9709;0.0;284
5902.0;3;0.935;0.0;1511
5888.0;1;0.1205;0.0;1094
5877.0;1;-0.8855;0.0;6166
5875.0;2.5;0.1205;0.0;695
5853.0;3;-0.9709;0.0;0
5818.0;1;0.0;0.0;13287
5804.0;1;-0.9709;0.0;695
5796.0;1;-0.1205;0.0;3575
5750.0;5;0.7485;0.0;16061
5745.0;3;-0.823;0.0;793
5737.0;1;-0.5681;0.0;496
5735.0;1;-0.4647;0.0;810
5734.0;3;-0.935;0.0;7898
5697.0;4.5;0.3546;0.0;4807
5654.0;1;-0.4647;0.0;3582
5649.0;1;-0.9927;1.0;2870
5644.0;3;-0.8855;0.0;0
5614.0;1;-0.3546;0.0;4416
5543.0;1;-0.5681;0.0;2217
5528.0;4;0.9709;0.0;566
5489.0;1;-0.3546;0.0;0
5485.0;4.5;0.0;1.0;32125
5418.0;1;-0.3546;0.0;2302
5384.0;4.5;0.2393;1.0;27068
5354.0;3;-0.823;0.0;303
5354.0;4;0.3546;0.0;5238
5339.0;4;-0.2393;0.0;2217
5282.0;5;0.1205;0.0;4116
5228.0;2.5;-0.2393;0.0;1409
5212.0;3;-0.2393;0.0;747
5166.0;4;0.935;0.0;653
5147.0;3;-0.6631;0.0;9423
4999.0;5;0.5681;0.0;8584
4983.0;4.5;0.3546;0.0;1387
4961.0;4.5;0.6631;0.0;55889
4944.0;3;-0.1205;0.0;1892
4908.0;3;0.935;0.0;2723
4902.0;4;0.8855;0.0;0
4902.0;2.5;0.6631;0.0;2593
4826.0;3;-0.5681;0.0;807
4743.0;5;0.9927;0.0;11924
4731.0;3;0.2393;0.0;7641
4728.0;1;-0.5681;0.0;926
4722.0;2.5;0.7485;0.0;7702
4701.0;3;0.8855;0.0;4937
4697.0;3;-0.9709;0.0;1167
4690.0;3;-0.8855;0.0;394
4664.0;2.5;0.823;0.0;1919
4643.0;3;0.0;0.0;2409
4618.0;3;0.8855;0.0;0
4613.0;4;0.823;0.0;1288
4549.0;3;-0.9709;0.0;0
4545.0;4;0.823;0.0;14786
4461.0;3;0.2393;0.0;2477
4450.0;4.5;0.7485;0.0;1480
4442.0;3;-0.5681;0.0;1758
4400.0;1;-0.2393;0.0;7531
4386.0;1;-0.823;0.0;109
4338.0;3;-0.935;0.0;169
4338.0;1;-0.4647;0.0;2831
4305.0;3;-0.8855;0.0;914
4301.0;5;0.9709;0.0;4214
4261.0;1;-0.8855;0.0;110
4238.0;3;0.0;0.0;3273
4186.0;5;0.935;0.0;4053
4119.0;3;0.0;0.0;1337
4107.0;3;-0.9709;0.0;0
4084.0;3;-0.1205;0.0;361
4080.0;2.5;0.8855;0.0;1091
4049.0;3;0.9709;0.0;1533
4049.0;3;-0.9927;0.0;14111
4033.0;1;-0.7485;0.0;2292
4029.0;3;-0.2393;0.0;21398
4027.0;1;-0.3546;0.0;2867
4022.0;4;0.8855;1.0;5821
3998.0;4.5;-0.3546;0.0;1471
3904.0;4;0.823;0.0;3485
3900.0;3;-0.2393;0.0;10960
3887.0;3;-0.9709;0.0;3863
3874.0;3;-0.935;0.0;987
3832.0;3;-0.9709;1.0;5618
3809.0;5;0.9927;0.0;439
3809.0;5;0.7485;0.0;5577
3809.0;4.5;0.0;0.0;2582
3802.0;4;0.7485;0.0;927
3777.0;3;0.7485;0.0;3137
3742.0;1;-0.4647;0.0;2845
3735.0;1;-0.6631;0.0;743
3696.0;1;-0.7485;0.0;242
3687.0;4;0.6631;0.0;1963
3679.0;2.5;0.6631;0.0;2303
3668.0;4;0.9709;0.0;369
3667.0;2.5;-0.8855;0.0;43409
3665.0;3;0.3546;0.0;1172
3639.0;2.5;0.4647;0.0;8774
3633.0;4;0.823;0.0;1542
3591.0;1;-0.3546;0.0;0
3582.0;1;-0.5681;1.0;2537
3570.0;4;0.823;0.0;3314
3554.0;5;0.823;0.0;1231
3550.0;4;0.935;0.0;400
3522.0;3;-0.9927;0.0;0
3521.0;2.5;-0.1205;0.0;7582
3518.0;2.5;-0.2393;0.0;1487
3425.0;1;-0.6631;0.0;1570
3329.0;1;-0.4647;0.0;574
3296.0;4;0.823;0.0;35279
3289.0;3;-0.9709;0.0;365
3280.0;2.5;0.4647;0.0;0
3230.0;5;0.9709;1.0;18197
3193.0;5;0.7485;0.0;1772
3168.0;3;-0.823;0.0;973
3158.0;2.5;-0.3546;0.0;12121
3128.0;2.5;0.3546;0.0;1376
3116.0;4.5;0.6631;0.0;2429
3115.0;1;-0.935;0.0;123865
3111.0;3;-0.5681;0.0;2551
3071.0;4;0.9927;0.0;8531
3059.0;4;0.8855;0.0;5319
3039.0;1;-0.823;0.0;4469
2973.0;1;-0.2393;0.0;596
2953.0;4;0.8855;0.0;1027
2900.0;3;-0.7485;0.0;2467
2877.0;3;-0.1205;0.0;1504
2840.0;0.0;0.9927;0.0;0
2800.0;2.5;0.7485;0.0;2000
2783.0;3;0.0;0.0;460
2764.0;2.5;-0.3546;0.0;0
2730.0;3;-0.9927;0.0;2545
2728.0;3;0.5681;0.0;0
2682.0;5;0.7485;0.0;6167
2679.0;3;-0.5681;0.0;5322
2668.0;3;-0.7485;0.0;942
2657.0;3;0.2393;0.0;4336
2647.0;4.5;0.6631;0.0;962
2500.0;3;0.9927;0.0;835
2448.0;1;-0.5681;0.0;357
2440.0;2.5;0.2393;0.0;2498
2415.0;4.5;0.2393;0.0;4071
2403.0;4;0.0;0.0;4246
2387.0;1;-0.3546;0.0;1855
2378.0;4.5;0.0;0.0;1463
2334.0;2.5;0.4647;0.0;5326
2325.0;4;0.5681;0.0;4556
2313.0;3;-0.7485;0.0;1249
2298.0;5;0.6631;0.0;2420
2273.0;2.5;-0.5681;0.0;1077
2208.0;1;-0.1205;0.0;3533
2208.0;4;0.8855;0.0;1130
2196.0;3;1.0;0.0;0
2136.0;3;-0.8855;0.0;1860
2119.0;3;-0.7485;0.0;817
2084.0;1;0.4647;0.0;27737
2081.0;3;-0.9709;0.0;702
2078.0;4;0.935;0.0;5476
2073.0;4;0.8855;0.0;1148
2054.0;3;-0.935;0.0;942
2049.0;3;-0.6631;0.0;0
1944.0;2.5;-0.823;0.0;715
1936.0;5;0.1205;0.0;1018
1843.0;1;-0.6631;1.0;14251
1837.0;4;1.0;1.0;2247
1831.0;3;-0.9927;0.0;2947
1831.0;1;0.0;0.0;0
1831.0;4;0.4647;0.0;919
1767.0;4.5;-0.8855;0.0;8447
1729.0;1;-0.935;0.0;271
1714.0;3;-0.8855;0.0;428
1710.0;4.5;0.0;0.0;726
1643.0;2.5;-0.8855;0.0;1070
1555.0;1;-0.935;0.0;803
1541.0;1;0.2393;0.0;1078
1531.0;5;0.6631;0.0;0
1400.0;3;-0.823;0.0;0
1292.0;1;-0.6631;0.0;427
1195.0;2.5;0.5681;0.0;1643
1150.0;2.5;0.6631;0.0;4943
1114.0;3;0.0;0.0;7964
967.0;5;0.8855;0.0;379
883.0;2.5;-0.6631;0.0;609
861.0;1;-0.5681;0.0;0
831.0;4;0.5681;0.0;0
755.0;3;0.935;0.0;1073
698.0;1;0.0;0.0;699
615.0;0.0;0.0;0.0;0
468.0;4.5;-0.2393;0.0;0
463.0;5;0.9927;0.0;1602
417.0;2.5;-0.823;0.0;449
0.0;4;0.8855;0.0;1773
0.0;1;0.2393;0.0;7759
0.0;4.5;-0.3546;0.0;6402
0.0;1;-0.9709;0.0;0
0.0;1;-0.2393;0.0;681
0.0;4;0.7485;1.0;0
0.0;1;-0.8855;0.0;0
0.0;4.5;0.1205;0.0;0
0.0;1;-0.1205;0.0;27031
0.0;1;-0.6631;0.0;3113
0.0;5;0.9709;0.0;0
0.0;1;-0.823;0.0;316
0.0;3;-0.935;0.0;572
0.0;1;0.4647;0.0;0
0.0;3;-0.1205;0.0;1574
0.0;3;0.3546;0.0;0
0.0;3;-0.6631;0.0;0
0.0;1;-0.5681;0.0;0
0.0;4;1.0;0.0;0
0.0;3;-0.935;0.0;4074
0.0;3;-0.823;0.0;0
0.0;3;-0.5681;0.0;5011
0.0;3;0.5681;0.0;0
0.0;3;-0.1205;0.0;7037
0.0;3;-0.3546;0.0;0
0.0;3;-0.8855;1.0;0
0.0;3;0.1205;0.0;0
0.0;4;0.8855;0.0;0
0.0;4;0.4647;0.0;69069
0.0;3;-0.823;1.0;34254
0.0;5;0.9709;0.0;45674
0.0;2.5;0.0;0.0;7718
0.0;3;0.7485;0.0;0
0.0;3;0.3546;0.0;0
0.0;1;-0.935;0.0;0
0.0;2.5;-0.3546;0.0;1220
0.0;4.5;0.0;0.0;0
0.0;3;0.935;0.0;0
0.0;2.5;-0.2393;0.0;5753
0.0;2.5;0.2393;0.0;4015
0.0;3;-0.1205;0.0;6768
0.0;4.5;0.4647;0.0;900
0.0;5;0.8855;0.0;1560
0.0;4;0.6631;0.0;0
0.0;2.5;-0.3546;0.0;0
0.0;4;0.9927;0.0;16623
0.0;4;0.3546;0.0;0
